ChemSpider,SMILES,original_format_type,Protein Binding Number,units,Reference,Measurement_type,is_open,is_predicted
8028692,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N\OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
74141,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8358471,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,% bound,87,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4486102,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4953153,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1664,NC1=CC=NC=C1,% bound,2,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
24571200,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc4ccc(cc4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc5ccccc5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc6cnc[nH]6)N,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8117062,C1[C@H](CN2[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5293518,NC(=O)C1=CC2=C(O1)C=CC(=C2)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4948999,CCCCCCOC(=O)N=C(N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1,% bound,35,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
16736105,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,% bound,8,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
62138,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2276,CNCCC1=CC=CC=N1,% bound,3,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
17292756,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCCC1C(=O)N[C@H](C)C(N)=O,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
111300,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
135807,COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
28536137,[Gd+3].OC[C@@H](O)[C@@H](CO)N1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,% bound,0,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
139381,O.[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4941944,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,% bound,99.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5788,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2302061,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
189912,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4445392,CN1\C(=C(\O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
1361582,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1,% bound,87,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
14201635,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12,% bound,39,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8354210,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8029779,[H][C@@](O)([C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1)C(=O)O[C@@]1([H])C[C@@]2(O)[C@@]([H])(OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@]4([H])C[C@]([H])(OC)[C@@]3(C)C(=O)[C@]([H])(OC)C(=C1C)C2(C)C)OC(C)=O,% bound,82,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4514883,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,% bound,13,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
133160,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
58531,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,% bound,58,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
130578,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,% bound,72,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9296,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,% bound,58,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
82423,O=C(NCCCOc1cc(ccc1)CN2CCCCC2)CO,% bound,6,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2381,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1,% bound,76,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
184739,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8047109,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
17347474,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9413866,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2866,CN1C=CC(=O)C(O)=C1C,% bound,10,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8028764,c1ccc(c(c1)c2ccc(cc2)C(F)(F)F)C(=O)NC3CCN(CC3)CCCCC4(c5ccccc5-c6c4cccc6)C(=O)NCC(F)(F)F,% bound,99.8,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
23337846,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
391964,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4897171,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4953643,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
97087,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,% bound,99.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
24721813,[H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC,% bound,57,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8499830,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
25948202,COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)NC(=O)C4(CC4)C(=O)Nc5ccc(cc5)F,% bound,99.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
25027389,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
16737143,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
24747352,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8271879,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8100130,N#Cc4ccccc4C\2=C\C(=C/N(c1ccccc1)C/2=O)c3ncccc3,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
396459,[Na+].[Na+].[Gd+3].CCOC1=CC=C(CC(CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)N(CC([O-])=O)CC([O-])=O)C=C1,% bound,10,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9731489,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8041219,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,% bound,71,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9342697,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
13093347,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
24747381,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4534966,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2,% bound,99.9,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
29342297,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
26333259,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
553171,COC(=O)/C=C/C(=O)OC,% bound,32,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
118785,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,% bound,28,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9881833,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,% bound,97.4,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
25948204,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,% bound,99.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8360155,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5293005,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,% bound,22,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4488,C1=CC(=C(C=C1N)O)C(=O)O,% bound,62,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
392239,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,% bound,15,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4189,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C,% bound,10,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
64809,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
1904,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,% bound,90,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
880,CC(=O)NC1=CC=CC=C1,% bound,7,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4447572,O=C\1OC/C(=C/1)[C@H]2CC[C@@]8(O)[C@]2(C)CC[C@H]7[C@H]8CC[C@H]6[C@]7(C)CC[C@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC(=O)C)C3)[C@@H](O)C4)C)[C@@H](O)C5)C)C6,% bound,80,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4470534,CC1=CN=C(C=[N+]1[O-])C(=O)O,% bound,2,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
397638,CC[C@]1(C[C@@H](C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O,% bound,43,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4447574,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2297976,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,% bound,80,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
1999,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,% bound,10,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
28714,Clc1cc(ccc1OC\C=C)CC(=O)O,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10308750,OC\C=C6\C[N@+]4(CC=C)CC[C@@]58c%11ccccc%11N7\C=C9\[C@H]1C[C@H]2[C@@]%10(CC[N@@+]2(CC=C)C\C1=C\CO)c3ccccc3N(/C=C(/[C@H]6C[C@H]45)[C@H]78)[C@@H]9%10,% bound,40,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
94637,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,% bound,40,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2056,C(CN)CNCCSP(=O)(O)O,% bound,4,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
15403,C1(=C(N=C(C(=N1)Cl)N)N)/C(=N/C(=N)N)/O,% bound,40,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2079,CCC1(C(=NC(=O)N=C1O)O)CCC(C)C,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2080,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,% bound,90,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2084,CC1=C(C=C(C=C1)C(CNCCOC2=CC=CC=C2OC)O)S(=O)(=O)N,% bound,98,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10237579,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,% bound,94,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6013,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,% bound,19,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2111,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,% bound,66,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2121,CC1=CC(=O)N(N1C)C2=CC=CC=C2,% bound,7,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2132,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
559126,O=C(N)CNC(=O)[C@@H](NC(=O)[C@H]4N(C(=O)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CSSC1)Cc2ccc(O)cc2)Cc3ccccc3)CCC(=O)N)CC(=O)N)CCC4)CCC/N=C(\N)N,% bound,2,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
9072,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,% bound,1,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
24310,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
18709,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,% bound,10,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
16735689,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N=[N+]=[N-])C(=O)O)C,% bound,80,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2186,C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NN=NN3)S(=O)(=O)N)Cl,% bound,96,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
390135,CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C,% bound,20,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
49466,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O,% bound,45,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
9962,C1=CC=C(C=C1)CNC(=O)CCCl,% bound,47,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
36518,O=C(O)C(c1cc2nc(oc2cc1)c3ccc(Cl)cc3)C,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2243,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
12036,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,% bound,10,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2278,CN/C(=N\C)/NCC1=CC=CC=C1,% bound,10,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2282,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,% bound,96,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2286,CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2337,Brc1ccccc1C[N+](CC)(C)C,% bound,7,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6573,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,% bound,72,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
62021,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,% bound,96,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2374,CCCCNC(=N)NC(=N)N,% bound,10,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
20462,CC(CC1C2=CC=CC=C2CCC3=CC=CC=C13)CN(C)C,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
13818814,CCCCC1=C(C=CC(=C1)O)OC,% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
570976,O=C4\C=C3\C=C/[C@@H]2[C@H](CC[C@]1([C@H]2CC[C@@]1(O)CCC(=O)O)C)[C@@]3(C)CC4,% bound,94,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
23741,COC(=O)NC1=NC2=CC=CC=C2N1,% bound,67,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2485,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,% bound,15,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4779,O=C2N1/C(=C(\CSC1C2NC(=O)C(c3ccc(O)cc3)N)CSc4nnnc4)C(=O)O,% bound,58,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
